,p1,p2,edge_weight
31851,254870,108679,1
31852,254870,134746,1
31853,254870,136546,1
31854,254870,184728,1
31855,254870,194125,1
31856,254870,224464,1
31857,254870,234262,1
31858,254870,240750,1
31859,254870,243039,1
31860,254883,1867,1
31861,254883,49080,1
31862,254883,64972,1
31863,254883,69135,1
31864,254883,95025,1
31865,254883,98025,1
31866,254883,127078,1
31867,254883,182172,1
31868,254883,201481,1
31869,254883,209070,1
31870,254883,210832,1
31871,254883,242754,1
31872,254910,11040,1
31873,254910,16163,1
31874,254910,25755,1
31875,254910,30003,1
31876,254910,75331,1
31877,254910,103195,1
31878,254910,104992,1
31879,254910,127202,1
31880,254910,157843,1
31881,254910,193168,1
31882,254910,202588,1
31883,254910,211115,1
31884,254910,216268,1
31885,254939,9967,1
31886,254939,23556,1
31887,254939,45974,1
31888,254939,62153,1
31889,254939,93490,1
31890,254939,95342,1
31891,254939,114504,1
31892,254939,127083,1
31893,254939,202588,1
31894,254939,224005,1
31895,254939,253504,1
31896,255011,24521,1
31897,255011,60666,1
31898,255011,124974,1
31899,255011,138562,1
31900,255011,146240,1
31901,255011,148698,1
31902,255011,169211,1
31903,255011,199806,1
31904,255011,250217,1
31905,255011,253646,1
31906,255050,3903,1
31907,255050,4816,1
31908,255050,14266,1
31909,255050,66679,1
31910,255050,90617,1
31911,255050,107396,1
31912,255050,118306,1
31913,255050,148644,1
31914,255050,181670,1
31915,255050,210210,1
31916,255050,217312,1
31917,255088,48761,1
31918,255088,54655,1
31919,255088,60026,1
31920,255088,86679,1
31921,255088,111359,1
31922,255088,112894,1
31923,255088,173592,1
31924,255088,189204,1
31925,255088,201114,1
31926,255088,224028,1
31927,255088,247163,1
31928,255111,23424,1
31929,255111,53914,1
31930,255111,59395,1
31931,255111,73225,1
31932,255111,85345,1
31933,255111,145554,1
31934,255111,188956,1
31935,255111,194282,1
31936,255111,201869,1
31937,255111,250427,1
31938,255128,16488,1
31939,255128,25202,1
31940,255128,34751,1
31941,255128,76580,1
31942,255128,83438,1
31943,255128,92152,1
31944,255128,121332,1
31945,255128,171463,1
31946,255128,173704,1
31947,255128,200360,1
31948,255128,215527,1
31949,255128,234199,1
31950,255128,247100,1
31951,255219,5354,1
31952,255219,72363,1
31953,255219,72668,1
31954,255219,86414,1
31955,255219,98422,1
31956,255219,146639,1
31957,255219,157689,1
31958,255219,168395,1
31959,255219,189893,1
31960,255219,190535,1
31961,255219,193651,1
31962,255219,210470,1
31963,255219,241934,1
31964,255266,31189,1
31965,255266,111472,1
31966,255266,158834,1
31967,255266,249453,1
31968,255266,251875,1
31969,255266,252820,1
31970,255278,17595,1
31971,255278,42534,1
31972,255278,93014,1
31973,255278,93425,1
31974,255278,100362,1
31975,255278,106172,1
31976,255278,111633,1
31977,255278,171157,1
31978,255278,183351,1
31979,255278,205536,1
31980,255286,34005,1
31981,255286,34205,1
31982,255286,146888,1
31983,255286,154089,1
31984,255286,174736,1
31985,255286,182869,1
31986,255286,195681,1
31987,255286,197704,1
31988,255286,202184,1
31989,255293,12032,1
31990,255293,33722,1
31991,255293,41979,1
31992,255293,57002,1
31993,255293,69103,1
31994,255293,114110,1
31995,255293,125499,1
31996,255293,170963,1
31997,255293,185860,1
31998,255293,193340,1
31999,255293,202589,1
32000,255293,216415,1
32001,255301,34338,1
32002,255301,48368,1
32003,255301,88353,1
32004,255301,108301,1
32005,255301,167533,1
32006,255301,223092,1
32007,255301,248383,1
32008,255341,16999,1
32009,255341,30985,1
32010,255341,82972,1
32011,255341,90753,1
32012,255341,142880,1
32013,255341,150000,1
32014,255341,201465,1
32015,255341,235851,1
32016,255341,237556,1
32017,255374,5696,1
32018,255374,22220,1
32019,255374,92326,1
32020,255374,123048,1
32021,255374,154800,1
32022,255374,161134,1
32023,255374,216233,1
32024,255374,228398,1
32025,255374,229639,1
32026,255452,7099,1
32027,255452,21299,1
32028,255452,59914,1
32029,255452,72722,1
32030,255452,124199,1
32031,255452,137051,1
32032,255452,137431,1
32033,255452,157640,1
32034,255452,253198,1
32035,255472,36406,1
32036,255472,42558,1
32037,255472,69304,1
32038,255472,103404,1
32039,255472,115353,1
32040,255472,135560,1
32041,255472,145025,1
32042,255472,206612,1
32043,255472,206734,1
32044,255472,214610,1
32045,255472,224811,1
32046,255472,229533,1
32047,255486,9890,1
32048,255486,22212,1
32049,255486,50651,1
32050,255486,61953,1
32051,255486,70912,1
32052,255486,111635,1
32053,255486,128020,1
32054,255486,159776,1
32055,255486,193158,1
32056,255486,194282,1
32057,255486,205485,1
32058,255486,232479,1
32059,255486,248229,1
32060,255487,11634,1
32061,255487,12369,1
32062,255487,62098,1
32063,255487,91273,1
32064,255487,110500,1
32065,255487,125246,1
32066,255487,146063,1
32067,255487,156468,1
32068,255487,156499,1
32069,255487,212978,1
32070,255519,4323,1
32071,255519,12252,1
32072,255519,26538,1
32073,255519,43920,1
32074,255519,52688,1
32075,255519,82380,1
32076,255519,95325,1
32077,255519,142019,1
32078,255519,242923,1
32079,255539,22497,1
32080,255539,48342,1
32081,255539,84092,1
32082,255539,115070,1
32083,255539,159243,1
32084,255539,164516,1
32085,255539,193829,1
32086,255539,247344,1
32087,255565,4452,1
32088,255565,19160,1
32089,255565,44321,1
32090,255565,52961,1
32091,255565,84710,1
32092,255565,111674,1
32093,255565,132774,1
32094,255565,141159,1
32095,255565,143367,1
32096,255565,187001,1
32097,255565,193417,1
32098,255565,241934,1
32099,255596,3797,1
32100,255596,36600,1
32101,255596,66888,1
32102,255596,72139,1
32103,255596,75488,1
32104,255596,76321,1
32105,255596,78174,1
32106,255596,104350,1
32107,255596,119365,1
32108,255596,156455,1
32109,255596,173920,1
32110,255596,195172,1
32111,255629,33079,1
32112,255629,55973,1
32113,255629,65556,1
32114,255629,72318,1
32115,255629,84836,1
32116,255629,143722,1
32117,255629,147998,1
32118,255629,155248,1
32119,255629,172769,1
32120,255629,226990,1
32121,255629,237582,1
32122,255659,5438,1
32123,255659,14881,1
32124,255659,67293,1
32125,255659,74854,1
32126,255659,108007,1
32127,255659,149270,1
32128,255659,172569,1
32129,255659,177640,1
32130,255659,182259,1
32131,255659,184930,1
32132,255659,191341,1
32133,255659,192800,1
32134,255659,204473,1
32135,255659,209335,1
32136,255659,221477,1
32137,255659,228612,1
32138,255664,20912,1
32139,255664,29936,1
32140,255664,34591,1
32141,255664,100790,1
32142,255664,103007,1
32143,255664,133493,1
32144,255664,152717,1
32145,255664,154089,1
32146,255664,193020,1
32147,255664,247387,1
32148,255700,44262,1
32149,255700,50651,1
32150,255700,58492,1
32151,255700,61051,1
32152,255700,80570,1
32153,255700,86893,1
32154,255700,90758,1
32155,255700,184192,1
32156,255700,185406,1
32157,255700,211556,1
32158,255700,215448,1
32159,255700,220303,1
32160,255744,5837,1
32161,255744,56390,1
32162,255744,65789,1
32163,255744,72201,1
32164,255744,100038,1
32165,255744,130267,1
32166,255744,146033,1
32167,255744,168568,1
32168,255744,171794,1
32169,255744,196260,1
32170,255744,233935,1
32171,255744,238677,1
32172,255756,8861,1
32173,255756,43802,1
32174,255756,66382,1
32175,255756,124474,1
32176,255756,153020,1
32177,255756,193014,1
32178,255756,211494,1
32179,255764,12088,1
32180,255764,41531,1
32181,255764,71838,1
32182,255764,88769,1
32183,255764,105090,1
32184,255764,130307,1
32185,255764,229211,1
32186,255764,237278,1
32187,255764,244442,1
32188,255782,33401,1
32189,255782,99919,1
32190,255782,108887,1
32191,255782,146232,1
32192,255782,150390,1
32193,255782,160505,1
32194,255782,170812,1
32195,255798,25237,1
32196,255798,26981,1
32197,255798,106515,1
32198,255798,110192,1
32199,255798,125883,1
32200,255798,134112,1
32201,255798,145786,1
32202,255798,156995,1
32203,255798,164195,1
32204,255798,166473,1
32205,255798,185993,1
32206,255798,207910,1
32207,255798,213327,1
32208,255824,22886,1
32209,255824,53597,1
32210,255824,57712,1
32211,255824,73033,1
32212,255824,108132,1
32213,255824,125299,1
32214,255824,126343,1
32215,255824,171925,1
32216,255824,206894,1
32217,255824,207548,1
32218,255824,216905,1
32219,255875,17243,1
32220,255875,68153,1
32221,255875,77352,1
32222,255875,79030,1
32223,255875,84183,1
32224,255875,121359,1
32225,255875,122136,1
32226,255875,159243,1
32227,255875,163280,1
32228,255875,164630,1
32229,255875,172250,1
32230,255875,174448,1
32231,255875,201189,1
32232,255880,68168,1
32233,255880,82239,1
32234,255880,96863,1
32235,255880,102891,1
32236,255880,111884,1
32237,255880,125210,1
32238,255880,158607,1
32239,255880,192690,1
32240,255880,254470,1
32241,255942,34944,1
32242,255942,57814,1
32243,255942,68168,1
32244,255942,102891,1
32245,255942,109332,1
32246,255942,181338,1
32247,255942,188176,1
32248,255942,188568,1
32249,255942,188896,1
32250,255942,192690,1
32251,255942,201489,1
32252,255965,42591,1
32253,255965,42764,1
32254,255965,58416,1
32255,255965,97758,1
32256,255965,100924,1
32257,255965,131634,1
32258,255965,142581,1
32259,255965,168210,1
32260,255965,176838,1
32261,255965,188568,1
32262,255965,205252,1
32263,255965,205796,1
32264,256030,10770,1
32265,256030,46373,1
32266,256030,66257,1
32267,256030,107778,1
32268,256030,125058,1
32269,256030,137868,1
32270,256030,138965,1
32271,256030,193247,1
32272,256030,209952,1
32273,256030,220776,1
32274,256030,245856,1
32275,256072,10952,1
32276,256072,42656,1
32277,256072,57923,1
32278,256072,68989,1
32279,256072,82573,1
32280,256072,86733,1
32281,256072,109201,1
32282,256072,121787,1
32283,256072,152236,1
32284,256072,206893,1
32285,256072,208726,1
32286,256072,215532,1
32287,256134,42534,1
32288,256134,54559,1
32289,256134,68309,1
32290,256134,171157,1
32291,256134,194101,1
32292,256134,199258,1
32293,256139,2584,1
32294,256139,5272,1
32295,256139,22630,1
32296,256139,32113,1
32297,256139,44321,1
32298,256139,77645,1
32299,256139,128020,1
32300,256139,156421,1
32301,256139,190865,1
32302,256139,197939,1
32303,256139,242621,1
32304,256221,10369,1
32305,256221,30244,1
32306,256221,50217,1
32307,256221,56698,1
32308,256221,59535,1
32309,256221,68178,1
32310,256221,72138,1
32311,256221,82706,1
32312,256221,144486,1
32313,256221,182831,1
32314,256221,184420,1
32315,256221,202589,1
32316,256318,3435,1
32317,256318,16998,1
32318,256318,22837,1
32319,256318,47116,1
32320,256318,65666,1
32321,256318,77481,1
32322,256318,110704,1
32323,256318,112730,1
32324,256318,136523,1
32325,256318,140540,1
32326,256318,149292,1
32327,256318,172612,1
32328,256318,246903,1
32329,256318,254526,1
32330,256534,4644,1
32331,256534,5772,1
32332,256534,48793,1
32333,256534,57416,1
32334,256534,109201,1
32335,256534,118362,1
32336,256534,133500,1
32337,256534,137237,1
32338,256534,164447,1
32339,256534,206893,1
32340,256534,208726,1
32341,256534,219031,1
32342,256544,73529,1
32343,256544,112586,1
32344,256544,118488,1
32345,256544,129434,1
32346,256544,191756,1
32347,256544,232338,1
32348,256544,234974,1
32349,256585,22643,1
32350,256585,43195,1
32351,256585,53622,1
32352,256585,101564,1
32353,256585,110306,1
32354,256585,149438,1
32355,256585,152959,1
32356,256585,162023,1
32357,256585,168776,1
32358,256585,177459,1
32359,256585,205871,1
32360,256616,4323,1
32361,256616,9806,1
32362,256616,14198,1
32363,256616,21935,1
32364,256616,33726,1
32365,256616,41601,1
32366,256616,45725,1
32367,256616,68620,1
32368,256616,100016,1
32369,256616,153472,1
32370,256616,185570,1
32371,256616,227375,1
32372,256616,237956,1
32373,256616,242640,1
32374,256616,244843,1
32375,256616,255519,1
32376,256638,10198,1
32377,256638,11377,1
32378,256638,46994,1
32379,256638,98304,1
32380,256638,108422,1
32381,256638,125257,1
32382,256638,125969,1
32383,256638,139617,1
32384,256638,188489,1
32385,256638,221435,1
32386,256638,221966,1
32387,256638,246516,1
32388,256742,35458,1
32389,256742,37088,1
32390,256742,106916,1
32391,256742,114873,1
32392,256742,120176,1
32393,256742,122994,1
32394,256742,128005,1
32395,256742,144451,1
32396,256742,145194,1
32397,256742,158559,1
32398,256742,243126,1
32399,256833,11587,1
32400,256833,17808,1
32401,256833,41900,1
32402,256833,84338,1
32403,256833,98485,1
32404,256833,103825,1
32405,256833,137175,1
32406,256833,137759,1
32407,256833,139273,1
32408,256833,197243,1
32409,256833,211241,1
32410,256833,220527,1
32411,256833,221704,1
32412,256833,228530,1
32413,256881,3665,1
32414,256881,42540,1
32415,256881,83015,1
32416,256881,99023,1
32417,256881,118487,1
32418,256881,154691,1
32419,256881,166064,1
32420,256881,174067,1
32421,256881,189712,1
32422,256881,197276,1
32423,256939,825,1
32424,256939,13765,1
32425,256939,21897,1
32426,256939,37692,1
32427,256939,56957,1
32428,256939,85479,1
32429,256939,111756,1
32430,256939,163777,1
32431,256939,178441,1
32432,256939,222437,1
32433,256939,227579,1
32434,256980,46332,1
32435,256980,90957,1
32436,256980,94267,1
32437,256980,140006,1
32438,256980,163122,1
32439,256980,169441,1
32440,256980,185023,1
32441,256980,217985,1
32442,256980,236590,1
32443,257032,5484,1
32444,257032,19696,1
32445,257032,47705,1
32446,257032,59246,1
32447,257032,108317,1
32448,257032,109947,1
32449,257032,115040,1
32450,257032,123758,1
32451,257032,138508,1
32452,257032,205162,1
32453,257032,247037,1
32454,257065,33755,1
32455,257065,58879,1
32456,257065,77491,1
32457,257065,102667,1
32458,257065,159843,1
32459,257065,183631,1
32460,257065,187590,1
32461,257065,242174,1
32462,257065,255050,1
32463,257230,3738,1
32464,257230,23292,1
32465,257230,42614,1
32466,257230,84144,1
32467,257230,132643,1
32468,257230,173901,1
32469,257230,174129,1
32470,257230,196960,1
32471,257230,213786,1
32472,257230,233041,1
32473,257303,30352,1
32474,257303,40744,1
32475,257303,71162,1
32476,257303,85288,1
32477,257303,198748,1
32478,257303,203113,1
32479,257303,204969,1
32480,257303,230621,1
32481,257422,27112,1
32482,257422,40267,1
32483,257422,59219,1
32484,257422,75993,1
32485,257422,114625,1
32486,257422,132010,1
32487,257422,162415,1
32488,257422,202137,1
32489,257422,223546,1
32490,257506,22221,1
32491,257506,35958,1
32492,257506,69342,1
32493,257506,89245,1
32494,257506,104819,1
32495,257506,110347,1
32496,257506,144295,1
32497,257506,155872,1
32498,257506,193340,1
32499,257506,213372,1
32500,257615,33417,1
32501,257615,42527,1
32502,257615,48736,1
32503,257615,56558,1
32504,257615,62119,1
32505,257615,65443,1
32506,257615,104501,1
32507,257615,104973,1
32508,257615,110578,1
32509,257615,131999,1
32510,257615,158816,1
32511,257615,187512,1
32512,257615,193177,1
32513,257615,223309,1
32514,257615,246424,1
32515,257632,9966,1
32516,257632,13083,1
32517,257632,40562,1
32518,257632,65701,1
32519,257632,65822,1
32520,257632,101669,1
32521,257632,114947,1
32522,257632,160287,1
32523,257632,185429,1
32524,257632,212838,1
32525,257632,216745,1
32526,257632,243406,1
32527,257706,6137,1
32528,257706,20347,1
32529,257706,34986,1
32530,257706,48370,1
32531,257706,108983,1
32532,257706,124465,1
32533,257706,139186,1
32534,257706,164540,1
32535,257706,176052,1
32536,257706,226878,1
32537,257706,247724,1
32538,257724,8416,1
32539,257724,29242,1
32540,257724,59479,1
32541,257724,68422,1
32542,257724,98485,1
32543,257724,112965,1
32544,257724,126729,1
32545,257724,126926,1
32546,257724,169685,1
32547,257724,234033,1
32548,257724,251108,1
32549,257813,84853,1
32550,257813,89731,1
32551,257813,140006,1
32552,257813,147996,1
32553,257813,163122,1
32554,257813,164165,1
32555,257813,191522,1
32556,257813,216819,1
32557,257813,217985,1
32558,257813,253701,1
32559,257813,256980,1
32560,257829,19097,1
32561,257829,33900,1
32562,257829,35060,1
32563,257829,49512,1
32564,257829,51164,1
32565,257829,61836,1
32566,257829,77669,1
32567,257829,94354,1
32568,257829,175179,1
32569,257829,194948,1
32570,257830,16358,1
32571,257830,18691,1
32572,257830,34275,1
32573,257830,80511,1
32574,257830,121333,1
32575,257830,159546,1
32576,257830,171659,1
32577,257830,200233,1
32578,257830,211115,1
32579,257830,234300,1
32580,257866,70064,1
32581,257866,71378,1
32582,257866,82122,1
32583,257866,86048,1
32584,257866,97758,1
32585,257866,110735,1
32586,257866,112291,1
32587,257866,169325,1
32588,257866,171911,1
32589,257866,183631,1
32590,257866,254490,1
32591,257948,9512,1
32592,257948,16434,1
32593,257948,38097,1
32594,257948,100710,1
32595,257948,149817,1
32596,257948,160914,1
32597,257948,173747,1
32598,257948,211073,1
32599,257948,214482,1
32600,257948,228453,1
32601,257948,238107,1
32602,257962,29007,1
32603,257962,72417,1
32604,257962,95629,1
32605,257962,102309,1
32606,257962,148371,1
32607,257962,151656,1
32608,257962,157885,1
32609,257962,162792,1
32610,257962,167717,1
32611,257962,171548,1
32612,257962,241723,1
32613,257962,249843,1
32614,258010,15060,1
32615,258010,46201,1
32616,258010,78894,1
32617,258010,86048,1
32618,258010,107601,1
32619,258010,118881,1
32620,258010,136518,1
32621,258010,185877,1
32622,258010,204610,1
32623,258010,209521,1
32624,258028,3903,1
32625,258028,47645,1
32626,258028,56097,1
32627,258028,99944,1
32628,258028,127628,1
32629,258028,127759,1
32630,258028,134326,1
32631,258028,149507,1
32632,258028,172992,1
32633,258028,216254,1
32634,258028,241038,1
32635,258068,27182,1
32636,258068,50695,1
32637,258068,98235,1
32638,258068,114284,1
32639,258068,147071,1
32640,258068,176131,1
32641,258068,230348,1
32642,258130,3159,1
32643,258130,13274,1
32644,258130,22059,1
32645,258130,42591,1
32646,258130,58227,1
32647,258130,77782,1
32648,258130,112386,1
32649,258130,161411,1
32650,258130,165027,1
32651,258130,176838,1
32652,258130,191558,1
32653,258330,3865,1
32654,258330,27112,1
32655,258330,75993,1
32656,258330,97318,1
32657,258330,144577,1
32658,258330,162415,1
32659,258330,171180,1
32660,258330,226381,1
32661,258330,257422,1
32662,258368,3321,1
32663,258368,49521,1
32664,258368,53161,1
32665,258368,79212,1
32666,258368,90058,1
32667,258368,98170,1
32668,258368,102066,1
32669,258368,102309,1
32670,258368,127682,1
32671,258368,162385,1
32672,258368,203805,1
32673,258368,214760,1
32674,258401,66874,1
32675,258401,70161,1
32676,258401,70965,1
32677,258401,72855,1
32678,258401,99116,1
32679,258401,159849,1
32680,258401,180798,1
32681,258401,195456,1
32682,258403,10933,1
32683,258403,40384,1
32684,258403,68860,1
32685,258403,76393,1
32686,258403,102532,1
32687,258403,162059,1
32688,258403,176351,1
32689,258403,183085,1
32690,258403,189954,1
32691,258403,195456,1
32692,258403,211652,1
32693,258403,244981,1
32694,258403,254096,1
32695,258432,62706,1
32696,258432,67293,1
32697,258432,70668,1
32698,258432,86679,1
32699,258432,98304,1
32700,258432,112894,1
32701,258432,136214,1
32702,258432,168688,1
32703,258432,169949,1
32704,258432,224028,1
32705,258432,234911,1
32706,258432,255088,1
32707,258443,51437,1
32708,258443,65538,1
32709,258443,72318,1
32710,258443,84836,1
32711,258443,143722,1
32712,258443,164417,1
32713,258443,217647,1
32714,258443,221301,1
32715,258443,226990,1
32716,258443,255629,1
32717,258471,6377,1
32718,258471,74472,1
32719,258471,118860,1
32720,258471,141383,1
32721,258471,141841,1
32722,258471,196776,1
32723,258471,200480,1
32724,258471,217020,1
32725,258471,219385,1
32726,258471,222785,1
32727,258471,228296,1
32728,258491,24521,1
32729,258491,83684,1
32730,258491,138562,1
32731,258491,140548,1
32732,258491,159330,1
32733,258491,168876,1
32734,258491,199806,1
32735,258491,250217,1
32736,258491,255011,1
32737,258509,11781,1
32738,258509,16999,1
32739,258509,30985,1
32740,258509,70556,1
32741,258509,82972,1
32742,258509,142880,1
32743,258509,150000,1
32744,258509,157834,1
32745,258509,201465,1
32746,258509,216595,1
32747,258509,237556,1
32748,258509,255341,1
32749,258537,34177,1
32750,258537,42265,1
32751,258537,77557,1
32752,258537,106221,1
32753,258537,110861,1
32754,258537,168118,1
32755,258537,216254,1
32756,258537,247087,1
32757,258537,248300,1
32758,258594,22444,1
32759,258594,30319,1
32760,258594,30489,1
32761,258594,73524,1
32762,258594,88786,1
32763,258594,173691,1
32764,258594,176205,1
32765,258594,208423,1
32766,258594,239218,1
32767,258594,243848,1
32768,258624,19113,1
32769,258624,36860,1
32770,258624,41014,1
32771,258624,41066,1
32772,258624,48960,1
32773,258624,65332,1
32774,258624,84630,1
32775,258624,169288,1
32776,258624,202109,1
32777,258624,234396,1
32778,258624,234555,1
32779,258624,237821,1
32780,258630,825,1
32781,258630,37692,1
32782,258630,51777,1
32783,258630,56957,1
32784,258630,57168,1
32785,258630,85479,1
32786,258630,142473,1
32787,258630,147434,1
32788,258630,163777,1
32789,258630,226415,1
32790,258630,251781,1
32791,258654,47745,1
32792,258654,65790,1
32793,258654,87261,1
32794,258654,108292,1
32795,258654,176132,1
32796,258654,180798,1
32797,258654,209522,1
32798,258654,231110,1
32799,258654,232338,1
32800,258654,240750,1
32801,258659,564,1
32802,258659,14778,1
32803,258659,35739,1
32804,258659,38187,1
32805,258659,54939,1
32806,258659,113625,1
32807,258659,119469,1
32808,258659,129377,1
32809,258659,139784,1
32810,258659,151571,1
32811,258659,202701,1
32812,258659,253553,1
32813,258687,26939,1
32814,258687,59479,1
32815,258687,68422,1
32816,258687,98485,1
32817,258687,158133,1
32818,258687,193741,1
32819,258687,243137,1
32820,258687,247871,1
32821,258687,257724,1
32822,258717,3791,1
32823,258717,13879,1
32824,258717,22643,1
32825,258717,43195,1
32826,258717,58875,1
32827,258717,70668,1
32828,258717,82613,1
32829,258717,111610,1
32830,258717,113005,1
32831,258717,162023,1
32832,258717,177459,1
32833,258717,192213,1
32834,258717,193298,1
32835,258747,16251,1
32836,258747,40736,1
32837,258747,73529,1
32838,258747,118488,1
32839,258747,126714,1
32840,258747,129434,1
32841,258747,208659,1
32842,258747,210663,1
32843,258747,223109,1
32844,258747,248403,1
32845,258747,256544,1
32846,258907,40562,1
32847,258907,65822,1
32848,258907,69162,1
32849,258907,79791,1
32850,258907,101669,1
32851,258907,128439,1
32852,258907,140352,1
32853,258907,160287,1
32854,258907,227444,1
32855,258907,250510,1
32856,258907,257632,1
32857,258909,47456,1
32858,258909,50557,1
32859,258909,56701,1
32860,258909,67620,1
32861,258909,71555,1
32862,258909,119597,1
32863,258909,126612,1
32864,258909,141418,1
32865,258909,215070,1
32866,258909,240163,1
32867,258909,244442,1
32868,258966,9065,1
32869,258966,16804,1
32870,258966,52194,1
32871,258966,127362,1
32872,258966,140432,1
32873,258966,142958,1
32874,258966,202707,1
32875,258966,215509,1
32876,258966,223685,1
32877,258966,248276,1
32878,259102,20489,1
32879,259102,68422,1
32880,259102,71838,1
32881,259102,156754,1
32882,259102,167691,1
32883,259102,168502,1
32884,259102,189646,1
32885,259102,193340,1
32886,259102,198221,1
32887,259136,11266,1
32888,259136,18223,1
32889,259136,34794,1
32890,259136,42866,1
32891,259136,77623,1
32892,259136,78404,1
32893,259136,106808,1
32894,259136,163678,1
32895,259136,174509,1
32896,259136,217827,1
32897,259136,247698,1
32898,259185,32980,1
32899,259185,47178,1
32900,259185,52194,1
32901,259185,142958,1
32902,259185,179590,1
32903,259185,223685,1
32904,259186,4214,1
32905,259186,13220,1
32906,259186,41930,1
32907,259186,75779,1
32908,259186,96836,1
32909,259186,155020,1
32910,259186,160337,1
32911,259186,163808,1
32912,259186,206340,1
32913,259186,217069,1
32914,259241,4155,1
32915,259241,36505,1
32916,259241,52647,1
32917,259241,68976,1
32918,259241,83684,1
32919,259241,125964,1
32920,259241,126343,1
32921,259241,140548,1
32922,259241,175542,1
32923,259241,181765,1
32924,259241,242419,1
32925,259277,56349,1
32926,259277,66939,1
32927,259277,74080,1
32928,259277,81747,1
32929,259277,128563,1
32930,259277,148792,1
32931,259277,167315,1
32932,259277,188371,1
32933,259277,200624,1
32934,259434,6710,1
32935,259434,18307,1
32936,259434,27429,1
32937,259434,28029,1
32938,259434,33868,1
32939,259434,67307,1
32940,259434,87173,1
32941,259434,134404,1
32942,259434,140991,1
32943,259434,190411,1
32944,259434,248686,1
32945,259478,18168,1
32946,259478,40410,1
32947,259478,49522,1
32948,259478,117721,1
32949,259478,193014,1
32950,259478,206806,1
32951,259478,218225,1
32952,259478,235573,1
32953,259478,236837,1
32954,259478,237556,1
32955,259483,3207,1
32956,259483,11814,1
32957,259483,52445,1
32958,259483,57002,1
32959,259483,72081,1
32960,259483,78332,1
32961,259483,98310,1
32962,259483,124170,1
32963,259483,176567,1
32964,259483,245372,1
32965,259483,251789,1
32966,259510,9837,1
32967,259510,16196,1
32968,259510,23556,1
32969,259510,41367,1
32970,259510,71032,1
32971,259510,94883,1
32972,259510,107215,1
32973,259510,108184,1
32974,259510,129496,1
32975,259510,151340,1
32976,259510,173901,1
32977,259510,198131,1
32978,259510,198269,1
32979,259510,230485,1
32980,259555,421,1
32981,259555,2551,1
32982,259555,39017,1
32983,259555,51844,1
32984,259555,104271,1
32985,259555,114001,1
32986,259555,149699,1
32987,259555,191522,1
32988,259555,197010,1
32989,259555,198940,1
32990,259555,247871,1
32991,259575,4644,1
32992,259575,48793,1
32993,259575,73034,1
32994,259575,74277,1
32995,259575,76393,1
32996,259575,102532,1
32997,259575,133500,1
32998,259575,137237,1
32999,259575,160787,1
33000,259575,162059,1
33001,259575,176351,1
33002,259575,219031,1
33003,259575,243215,1
33004,259575,258403,1
33005,259596,49237,1
33006,259596,140006,1
33007,259596,147996,1
33008,259596,149737,1
33009,259596,163122,1
33010,259596,171332,1
33011,259596,217985,1
33012,259596,225390,1
33013,259596,253701,1
33014,259596,256980,1
33015,259596,257813,1
33016,259597,538,1
33017,259597,1997,1
33018,259597,23685,1
33019,259597,65348,1
33020,259597,126557,1
33021,259597,138767,1
33022,259597,144832,1
33023,259597,179698,1
33024,259597,198072,1
33025,259597,228638,1
33026,259676,34946,1
33027,259676,42574,1
33028,259676,44888,1
33029,259676,48125,1
33030,259676,63076,1
33031,259676,119365,1
33032,259676,126409,1
33033,259676,140189,1
33034,259676,169359,1
33035,259676,239794,1
33036,259676,252825,1
33037,259713,4535,1
33038,259713,64811,1
33039,259713,78096,1
33040,259713,109531,1
33041,259713,167650,1
33042,259713,176219,1
33043,259713,211574,1
33044,259713,237143,1
33045,259713,249263,1
33046,259766,14666,1
33047,259766,21616,1
33048,259766,54032,1
33049,259766,63924,1
33050,259766,67012,1
33051,259766,70541,1
33052,259766,83495,1
33053,259766,93046,1
33054,259766,118599,1
33055,259766,156429,1
33056,259766,179477,1
33057,259766,185593,1
33058,259811,7097,1
33059,259811,50695,1
33060,259811,67958,1
33061,259811,98729,1
33062,259811,144102,1
33063,259811,160555,1
33064,259811,250516,1
33065,259811,258068,1
33066,259840,11048,1
33067,259840,29778,1
33068,259840,34605,1
33069,259840,42899,1
33070,259840,43352,1
33071,259840,91672,1
33072,259840,103007,1
33073,259840,170275,1
33074,259840,196260,1
33075,259840,233583,1
33076,259840,241106,1
33077,259845,4384,1
33078,259845,12327,1
33079,259845,41722,1
33080,259845,43815,1
33081,259845,131317,1
33082,259845,144242,1
33083,259845,205796,1
33084,259845,252255,1
33085,259867,10309,1
33086,259867,21394,1
33087,259867,22886,1
33088,259867,29638,1
33089,259867,54029,1
33090,259867,98696,1
33091,259867,99852,1
33092,259867,125299,1
33093,259867,216905,1
33094,259867,255824,1
33095,259882,12110,1
33096,259882,31011,1
33097,259882,56349,1
33098,259882,59914,1
33099,259882,75976,1
33100,259882,95634,1
33101,259882,118963,1
33102,259882,130292,1
33103,259882,175542,1
33104,259882,181558,1
33105,259882,249021,1
33106,259882,250423,1
33107,259882,255011,1
33108,259887,40410,1
33109,259887,49522,1
33110,259887,63501,1
33111,259887,71277,1
33112,259887,93874,1
33113,259887,109593,1
33114,259887,110676,1
33115,259887,117721,1
33116,259887,132229,1
33117,259887,149159,1
33118,259887,157834,1
33119,259887,187044,1
33120,259902,46242,1
33121,259902,56945,1
33122,259902,67817,1
